1el6 , A , 3 , 208 ,  0.106 ,  0.017 ,  25.468
1jhd , A , 2 , 396 ,  0.341 ,  0.045 ,  21.954
1cip , A , 2 , 316 ,  0.278 ,  0.042 ,  21.420
1eg3 , A , 4 , 260 ,  0.419 ,  0.048 ,  19.458
1vzy , A , 2 , 290 ,  0.390 ,  0.040 ,  22.376
1a0p , A , 2 , 271 ,  0.262 ,  0.041 ,  20.667
1t7d , A , 2 , 208 ,  0.404 ,  0.051 ,  17.426
1jec , A , 3 , 510 ,  0.200 ,  0.033 ,  26.795
2wr1 , C , 2 , 485 ,  0.165 ,  0.013 ,  37.605
1qf8 , A , 2 , 159 ,  0.396 ,  0.044 ,  17.816
2hxv , A , 2 , 349 ,  0.212 ,  0.036 ,  23.107
1cuk , A , 3 , 190 ,  0.163 ,  0.033 ,  18.931
2hsi , B , 2 , 230 ,  0.391 ,  0.051 ,  19.104
2pw9 , C , 3 , 221 ,  0.267 ,  0.045 ,  19.195
2fpn , A , 2 , 198 ,  0.177 ,  0.010 ,  29.860
1sr8 , A , 3 , 282 ,  0.213 ,  0.041 ,  21.132
1dl5 , A , 2 , 317 ,  0.322 ,  0.043 ,  21.069
2ehz , A , 2 , 299 ,  0.388 ,  0.056 ,  18.690
1ef0 , B , 2 , 394 ,  0.096 ,  0.031 ,  25.732
2jz4 , A , 2 , 299 ,  0.171 ,  0.020 ,  25.767
1fa0 , A , 3 , 509 ,  0.141 ,  0.037 ,  27.400
1exn , A , 2 , 267 ,  0.333 ,  0.043 ,  20.720
1c4z , A , 3 , 350 ,  0.211 ,  0.030 ,  26.452
1hxp , A , 2 , 340 ,  0.394 ,  0.044 ,  22.368
3n81 , G , 2 , 503 ,  0.388 ,  0.048 ,  30.650
1u7l , A , 3 , 364 ,  0.209 ,  0.011 ,  37.723
1kfi , A , 4 , 570 ,  0.265 ,  0.049 ,  27.255
1x9p , A , 2 , 460 ,  0.143 ,  0.019 ,  31.801
3i33 , A , 4 , 385 ,  0.314 ,  0.049 ,  21.175
2ewj , A , 2 , 305 ,  0.180 ,  0.029 ,  23.905
