2prg , A ,  1  , 271 ,  0.269
1h7z , A ,  1  , 191 ,  0.262
1aol , A ,  1  , 228 ,  0.254
1b13 , A ,  1  , 54 ,  0.315
1e6i , A ,  1  , 110 ,  0.364
1b8q , A ,  1  , 127 ,  0.181
1ckv , A ,  1  , 141 ,  0.021
1a85 , A ,  1  , 158 ,  0.361
1qoy , A ,  1  , 303 ,  0.129
1z60 , A ,  1  , 59 ,  0.559
1f3y , A ,  1  , 165 ,  0.267
1e9t , A ,  1  , 59 ,  0.203
1fm0 , D ,  1  , 81 ,  0.333
1cma , A ,  1  , 104 ,  0.221
1g8t , A ,  1  , 242 ,  0.360
1cr8 , A ,  1  , 42 ,  0.381
1jov , A ,  1  , 281 ,  0.352
1rv1 , A ,  1  , 85 ,  0.294
1dhs , A ,  1  , 344 ,  0.195
1avp , A ,  1  , 204 ,  0.338
1a5y , A ,  1  , 283 ,  0.187
1j1h , A ,  1  , 123 ,  0.390
1ija , A ,  1  , 148 ,  0.432
1r7l , A ,  1  , 103 ,  0.204
2aj7 , A ,  1  , 161 ,  0.261
1ssl , A ,  1  , 48 ,  0.333
1jid , A ,  1  , 114 ,  0.333
1c8z , A ,  1  , 284 ,  0.345
2gmq , A ,  1  , 106 ,  0.481
1dvk , A ,  1  , 149 ,  0.376
2jne , A ,  1  , 71 ,  0.254
1bw3 , A ,  1  , 125 ,  0.320
1ehs , A ,  1  , 48 ,  0.438
1a73 , A ,  1  , 162 ,  0.179
1fqt , A ,  1  , 113 ,  0.310
1oxw , A ,  1  , 349 ,  0.309
1oqv , A ,  1  , 171 ,  0.363
1mp1 , A ,  1  , 111 ,  0.369
1b8z , A ,  1  , 67 ,  0.149
1am2 , A ,  1  , 181 ,  0.304
2hi7 , A ,  1  , 188 ,  0.213
1c5e , A ,  1  , 95 ,  0.432
1a2i , A ,  1  , 107 ,  0.243
1rrz , A ,  1  , 66 ,  0.348
2isb , A ,  1  , 190 ,  0.368
1dt4 , A ,  1  , 73 ,  0.479
1ln0 , A ,  1  , 92 ,  0.359
1bor , A ,  1  , 56 ,  0.589
1cn3 , A ,  1  , 283 ,  0.201
1a33 , A ,  1  , 174 ,  0.437
1bow , A ,  1  , 143 ,  0.336
1ad6 , A ,  1  , 185 ,  0.346
1aja , A ,  1  , 435 ,  0.237
1adr , A ,  1  , 76 ,  0.434
1j3m , A ,  1  , 127 ,  0.346
1y0k , A ,  1  , 180 ,  0.267
1so9 , A ,  1  , 131 ,  0.229
1gtd , A ,  1  , 76 ,  0.237
1fw9 , A ,  1  , 164 ,  0.256
1b2p , A ,  1  , 119 ,  0.261
1a2z , A ,  1  , 220 ,  0.423
1g57 , A ,  1  , 205 ,  0.380
1nyc , A ,  1  , 111 ,  0.369
1bh3 , A ,  1  , 289 ,  0.201
1b0y , A ,  1  , 85 ,  0.424
1dm9 , A ,  1  , 104 ,  0.231
11as , A ,  1  , 327 ,  0.266
1n81 , A ,  1  , 186 ,  0.333
1occ , A ,  1  , 514 ,  0.265
1jr5 , A ,  1  , 90 ,  0.422
1lm5 , A ,  1  , 189 ,  0.206
1mzg , A ,  1  , 140 ,  0.243
101m , A ,  1  , 154 ,  0.396
1txo , A ,  1  , 230 ,  0.365
1ilv , A ,  1  , 235 ,  0.226
1wfe , A ,  1  , 86 ,  0.035
1aro , L ,  1  , 149 ,  0.302
1gwy , A ,  1  , 175 ,  0.509
1d9n , A ,  1  , 75 ,  0.347
1aun , A ,  1  , 208 ,  0.245
1ap8 , A ,  1  , 213 ,  0.014
1bkj , A ,  1  , 230 ,  0.074
1iu4 , A ,  1  , 331 ,  0.211
1b66 , A ,  1  , 138 ,  0.333
1ehk , A ,  1  , 544 ,  0.268
1aj3 , A ,  1  , 98 ,  0.296
1ame , A ,  1  , 66 ,  0.530
1c3q , A ,  1  , 284 ,  0.236
2nwt , A ,  1  , 69 ,  0.043
1ae9 , A ,  1  , 171 ,  0.444
1edx , A ,  1  , 40 ,  0.575
155c , A ,  1  , 134 ,  0.336
1di6 , A ,  1  , 183 ,  0.290
1jni , A ,  1  , 62 ,  0.145
1eni , A ,  1  , 137 ,  0.241
1a2a , A ,  1  , 122 ,  0.320
1y1e , X ,  1  , 272 ,  0.320
1d6g , A ,  1  , 47 ,  0.128
2o34 , A ,  1  , 241 ,  0.282
1af5 , A ,  1  , 126 ,  0.270
1iu3 , C ,  1  , 115 ,  0.278
1aho , A ,  1  , 66 ,  0.500
2iwm , A ,  1  , 334 ,  0.171
1an1 , I ,  1  , 40 ,  0.575
1drt , A ,  1  , 315 ,  0.267
1i5h , W ,  1  , 50 ,  0.260
1mvf , A ,  1  , 126 ,  0.389
1i51 , E ,  1  , 18 ,  0.111
1hp8 , A ,  1  , 68 ,  0.441
1h5p , A ,  1  , 95 ,  0.337
1j1v , A ,  1  , 92 ,  0.685
1kaf , A ,  1  , 108 ,  0.398
2nqw , A ,  1  , 96 ,  0.573
1xjh , A ,  1  , 62 ,  0.290
1jb7 , B ,  1  , 226 ,  0.066
1g3j , A ,  1  , 522 ,  0.061
1bk7 , A ,  1  , 190 ,  0.242
1f82 , A ,  1  , 424 ,  0.196
1wib , A ,  1  , 92 ,  0.174
1at3 , A ,  1  , 217 ,  0.378
1e5k , A ,  1  , 188 ,  0.266
1cmi , A ,  1  , 85 ,  0.494
1cmx , A ,  1  , 214 ,  0.252
1qw2 , A ,  1  , 97 ,  0.309
1pg6 , A ,  1  , 206 ,  0.150
1dtd , B ,  1  , 61 ,  0.443
1bm8 , A ,  1  , 99 ,  0.374
1a1t , A ,  1  , 55 ,  0.255
1ahq , A ,  1  , 133 ,  0.421
1hnr , A ,  1  , 47 ,  0.426
1fle , I ,  1  , 47 ,  0.362
1j0t , A ,  1  , 78 ,  0.397
4mt2 , A ,  1  , 61 ,  0.066
2odk , A ,  1  , 61 ,  0.197
1rv9 , A ,  1  , 242 ,  0.384
1jvr , A ,  1  , 137 ,  0.015
1b6e , A ,  1  , 121 ,  0.347
2atz , A ,  1  , 172 ,  0.244
1abv , A ,  1  , 105 ,  0.410
1gcc , A ,  1  , 63 ,  0.476
1dmg , A ,  1  , 172 ,  0.279
1aui , A ,  1  , 378 ,  0.257
1aml , A ,  1  , 40 ,  0.275
1ap9 , A ,  1  , 219 ,  0.333
1a0a , A ,  1  , 63 ,  0.159
1b9c , A ,  1  , 224 ,  0.290
1qhb , A ,  1  , 595 ,  0.158
1f75 , A ,  1  , 217 ,  0.166
1yoz , A ,  1  , 113 ,  0.354
1wn9 , A ,  1  , 123 ,  0.431
1l3a , A ,  1  , 166 ,  0.187
1o22 , A ,  1  , 146 ,  0.233
1is7 , K ,  1  , 84 ,  0.274
1eyu , A ,  1  , 156 ,  0.237
1ro7 , A ,  1  , 255 ,  0.216
2sic , E ,  1  , 275 ,  0.353
1qqh , A ,  1  , 144 ,  0.243
1xn8 , A ,  1  , 131 ,  0.252
1lg7 , A ,  1  , 163 ,  0.301
1q90 , B ,  1  , 212 ,  0.212
1b65 , A ,  1  , 363 ,  0.295
1t57 , A ,  1  , 179 ,  0.402
1a6f , A ,  1  , 113 ,  0.398
1xfh , A ,  1  , 405 ,  0.264
1i5j , A ,  1  , 67 ,  0.284
1ml9 , A ,  1  , 260 ,  0.246
1dqc , A ,  1  , 73 ,  0.219
1ihn , A ,  1  , 111 ,  0.514
1eo8 , B ,  1  , 175 ,  0.114
