2prg , A ,  1  , 271 ,  0.00398
1h7z , A ,  1  , 191 ,  0.00556
1aol , A ,  1  , 228 ,  0.00463
1b13 , A ,  1  , 54 ,  0.02335
1e6i , A ,  1  , 110 ,  0.01333
1b8q , A ,  1  , 127 ,  0.00597
1ckv , A ,  1  , 141 ,  0.00100
1a85 , A ,  1  , 158 ,  0.00932
1qoy , A ,  1  , 303 ,  0.00172
1z60 , A ,  1  , 59 ,  0.03882
1f3y , A ,  1  , 165 ,  0.00709
1e9t , A ,  1  , 59 ,  0.01579
1fm0 , D ,  1  , 81 ,  0.01646
1cma , A ,  1  , 104 ,  0.01082
1g8t , A ,  1  , 242 ,  0.00598
1cr8 , A ,  1  , 42 ,  0.03636
1jov , A ,  1  , 281 ,  0.00537
1rv1 , A ,  1  , 85 ,  0.01384
1dhs , A ,  1  , 344 ,  0.00226
1avp , A ,  1  , 204 ,  0.00665
1a5y , A ,  1  , 283 ,  0.00266
1j1h , A ,  1  , 123 ,  0.01279
1ija , A ,  1  , 148 ,  0.01170
1r7l , A ,  1  , 103 ,  0.00850
2aj7 , A ,  1  , 161 ,  0.00702
1ssl , A ,  1  , 48 ,  0.02797
1jid , A ,  1  , 114 ,  0.01234
1c8z , A ,  1  , 284 ,  0.00486
2gmq , A ,  1  , 106 ,  0.01832
1dvk , A ,  1  , 149 ,  0.01037
2jne , A ,  1  , 71 ,  0.01452
1bw3 , A ,  1  , 125 ,  0.01024
1ehs , A ,  1  , 48 ,  0.03646
1a73 , A ,  1  , 162 ,  0.00481
1fqt , A ,  1  , 113 ,  0.01097
1oxw , A ,  1  , 349 ,  0.00355
1oqv , A ,  1  , 171 ,  0.00852
1mp1 , A ,  1  , 111 ,  0.01344
1b8z , A ,  1  , 67 ,  0.00926
1am2 , A ,  1  , 181 ,  0.00708
2hi7 , A ,  1  , 188 ,  0.00454
1c5e , A ,  1  , 95 ,  0.01864
1a2i , A ,  1  , 107 ,  0.00932
1rrz , A ,  1  , 66 ,  0.02114
2isb , A ,  1  , 190 ,  0.00778
1dt4 , A ,  1  , 73 ,  0.02640
1ln0 , A ,  1  , 92 ,  0.01587
1bor , A ,  1  , 56 ,  0.03125
1cn3 , A ,  1  , 283 ,  0.00301
