2prg , C , 1 , 32 ,  0.000
1hxs , 4 , 1 , 68 ,  0.044
2jx8 , A , 1 , 47 ,  0.043
1yo7 , A , 1 , 120 ,  0.358
1z2u , A , 1 , 150 ,  0.253
1jfb , A , 1 , 424 ,  0.116
1aol , A , 1 , 228 ,  0.254
3buu , B , 1 , 242 ,  0.240
2eng , A , 1 , 205 ,  0.283
3a1p , B , 1 , 85 ,  0.271
1vhh , A , 1 , 157 ,  0.312
1vju , B , 1 , 291 ,  0.323
1d2v , C , 1 , 465 ,  0.140
2spc , A , 1 , 107 ,  0.093
1qoy , A , 1 , 303 ,  0.129
1z60 , A , 1 , 59 ,  0.508
1e9t , A , 1 , 59 ,  0.203
1irq , A , 1 , 51 ,  0.275
1g8t , A , 1 , 242 ,  0.360
1z70 , X , 1 , 276 ,  0.283
1jov , A , 1 , 281 ,  0.384
2nrl , A , 1 , 170 ,  0.294
2gz4 , C , 1 , 196 ,  0.337
1q3i , A , 1 , 192 ,  0.422
1t3y , A , 1 , 131 ,  0.382
1fvg , A , 1 , 189 ,  0.275
1xo7 , A , 1 , 166 ,  0.386
1cl8 , A , 1 , 261 ,  0.115
3mab , A , 1 , 90 ,  0.467
2w15 , A , 1 , 218 ,  0.367
2ofc , A , 1 , 141 ,  0.369
1k4i , A , 1 , 216 ,  0.338
1r7l , A , 1 , 103 ,  0.204
2aj7 , A , 1 , 161 ,  0.261
1ssl , A , 1 , 48 ,  0.333
1jid , A , 1 , 114 ,  0.333
1nln , A , 1 , 203 ,  0.325
2gmq , A , 1 , 106 ,  0.481
3rrl , B , 1 , 197 ,  0.249
1dvk , A , 1 , 149 ,  0.383
2jne , A , 1 , 71 ,  0.254
1ehs , A , 1 , 48 ,  0.438
1a73 , A , 1 , 162 ,  0.185
1roz , A , 1 , 336 ,  0.205
3g0m , A , 1 , 139 ,  0.331
1oxw , C , 1 , 350 ,  0.309
1oqv , A , 1 , 171 ,  0.363
3p1f , A , 1 , 119 ,  0.353
2ecs , A , 1 , 61 ,  0.361
1h16 , A , 1 , 765 ,  0.218
2w2e , A , 1 , 272 ,  0.357
1mp1 , A , 1 , 111 ,  0.369
2hi7 , B , 1 , 134 ,  0.343
2nwf , A , 1 , 148 ,  0.250
2x2v , A , 1 , 68 ,  0.265
3ku3 , B , 1 , 173 ,  0.116
1c5e , A , 1 , 95 ,  0.432
1o82 , A , 1 , 70 ,  0.529
1rss , A , 1 , 140 ,  0.229
2jaf , A , 1 , 244 ,  0.320
1rrz , A , 1 , 66 ,  0.348
1sb0 , A , 1 , 87 ,  0.356
2isb , A , 1 , 190 ,  0.384
1uxa , A , 1 , 185 ,  0.259
3sil , A , 1 , 383 ,  0.371
2wlv , A , 1 , 154 ,  0.299
2bs2 , C , 1 , 256 ,  0.207
1utg , A , 1 , 70 ,  0.329
1skn , P , 1 , 74 ,  0.135
2hd9 , A , 1 , 145 ,  0.331
3cmb , A , 1 , 264 ,  0.265
2rl8 , A , 1 , 148 ,  0.365
1wdc , A , 1 , 64 ,  0.156
1y0k , A , 1 , 180 ,  0.267
3ik5 , C , 1 , 117 ,  0.265
1so9 , A , 1 , 131 ,  0.229
1euw , A , 1 , 147 ,  0.313
1lr5 , B , 1 , 159 ,  0.327
2za4 , B , 1 , 89 ,  0.416
1w85 , I , 1 , 42 ,  0.476
3q6x , A , 1 , 253 ,  0.245
1iqz , A , 1 , 81 ,  0.506
2hba , A , 1 , 52 ,  0.135
1qxy , A , 1 , 249 ,  0.345
2c36 , A , 1 , 274 ,  0.281
1f02 , T , 1 , 66 ,  0.303
2exf , A , 1 , 44 ,  0.091
1nyc , A , 1 , 111 ,  0.369
2kdc , A , 1 , 121 ,  0.107
1dm9 , A , 1 , 104 ,  0.231
1p35 , C , 1 , 295 ,  0.197
2vqe , N , 1 , 60 ,  0.283
2vqe , P , 1 , 83 ,  0.289
2vqe , R , 1 , 73 ,  0.370
1n81 , A , 1 , 186 ,  0.333
2pbk , B , 1 , 230 ,  0.387
1lm5 , B , 1 , 193 ,  0.218
3dnj , B , 1 , 90 ,  0.456
1cmb , A , 1 , 104 ,  0.240
1xpp , D , 1 , 114 ,  0.088
1wfe , A , 1 , 86 ,  0.035
1d9n , A , 1 , 75 ,  0.347
1yu5 , X , 1 , 67 ,  0.269
1vq8 , 2 , 1 , 46 ,  0.152
1vq8 , C , 1 , 246 ,  0.073
1vq8 , H , 1 , 160 ,  0.244
1vq8 , M , 1 , 194 ,  0.211
1vq8 , O , 1 , 115 ,  0.270
1vq8 , X , 1 , 82 ,  0.378
3kic , A , 1 , 520 ,  0.000
1t60 , D , 1 , 224 ,  0.263
1iu4 , A , 1 , 331 ,  0.211
2nwt , A , 1 , 69 ,  0.043
1h8e , H , 1 , 89 ,  0.494
1ae9 , A , 1 , 171 ,  0.444
1edx , A , 1 , 40 ,  0.575
1v7r , A , 1 , 186 ,  0.199
2dsx , A , 1 , 52 ,  0.327
1jni , A , 1 , 62 ,  0.145
1sx5 , B , 1 , 238 ,  0.197
1l8b , B , 1 , 190 ,  0.326
2ag4 , A , 1 , 164 ,  0.226
1r45 , A , 1 , 201 ,  0.194
1d6g , A , 1 , 47 ,  0.128
1jfz , A , 1 , 148 ,  0.257
1yz1 , D , 1 , 144 ,  0.340
2o34 , A , 1 , 241 ,  0.282
1aho , A , 1 , 66 ,  0.500
1qqp , 4 , 1 , 46 ,  0.000
3l8w , A , 1 , 296 ,  0.179
1w53 , A , 1 , 87 ,  0.138
2hdi , B , 1 , 103 ,  0.233
1mvf , D , 1 , 44 ,  0.273
1hp8 , A , 1 , 68 ,  0.441
1vbw , A , 1 , 74 ,  0.608
1kaf , D , 1 , 104 ,  0.356
2nqw , A , 1 , 96 ,  0.573
1xjh , A , 1 , 62 ,  0.290
1jb7 , B , 1 , 226 ,  0.066
2jfr , A , 1 , 269 ,  0.212
1g3j , D , 1 , 34 ,  0.000
1wib , A , 1 , 92 ,  0.174
3rpz , A , 1 , 284 ,  0.261
3pvi , A , 1 , 156 ,  0.199
1qw2 , A , 1 , 97 ,  0.330
1zzk , A , 1 , 82 ,  0.512
1pg6 , A , 1 , 206 ,  0.150
3n4j , A , 1 , 173 ,  0.353
1dtd , B , 1 , 61 ,  0.443
1bm8 , A , 1 , 99 ,  0.404
1hnr , A , 1 , 47 ,  0.426
1lpb , A , 1 , 85 ,  0.235
2quy , A , 1 , 330 ,  0.148
1j0t , A , 1 , 78 ,  0.397
2w1v , A , 1 , 276 ,  0.264
4mt2 , A , 1 , 61 ,  0.066
2odk , A , 1 , 61 ,  0.197
1rv9 , A , 1 , 242 ,  0.384
2zih , B , 1 , 281 ,  0.281
1jvr , A , 1 , 137 ,  0.015
2atz , A , 1 , 172 ,  0.244
1dsl , A , 1 , 88 ,  0.432
1abv , A , 1 , 105 ,  0.410
1gcc , A , 1 , 63 ,  0.476
3kl6 , B , 1 , 50 ,  0.360
1tl2 , A , 1 , 235 ,  0.174
1aml , A , 1 , 40 ,  0.350
1ryp , 1 , 1 , 222 ,  0.347
1vmo , A , 1 , 163 ,  0.313
1i71 , A , 1 , 83 ,  0.422
3fn2 , A , 1 , 94 ,  0.181
1u53 , A , 1 , 193 ,  0.218
1tzy , C , 1 , 95 ,  0.137
1gk8 , I , 1 , 125 ,  0.184
3mv4 , M , 1 , 249 ,  0.301
1m22 , A , 1 , 487 ,  0.275
1yoz , A , 1 , 113 ,  0.336
1wn9 , A , 1 , 123 ,  0.463
1wui , L , 1 , 532 ,  0.201
1o22 , A , 1 , 146 ,  0.233
1yew , B , 1 , 238 ,  0.277
1yew , C , 1 , 188 ,  0.218
1ro7 , C , 1 , 240 ,  0.208
2sic , I , 1 , 107 ,  0.355
1qqh , A , 1 , 144 ,  0.243
1jjr , A , 1 , 54 ,  0.370
1xn8 , A , 1 , 131 ,  0.252
1nlw , E , 1 , 74 ,  0.135
2xu3 , A , 1 , 239 ,  0.192
1yfq , A , 1 , 342 ,  0.202
1ozj , A , 1 , 126 ,  0.246
1y69 , 8 , 1 , 113 ,  0.265
2ota , A , 1 , 66 ,  0.273
2au7 , A , 1 , 176 ,  0.364
2vpz , C , 1 , 250 ,  0.240
2w9j , B , 1 , 80 ,  0.475
1twf , F , 1 , 84 ,  0.179
3a38 , A , 1 , 98 ,  0.561
2v9l , A , 1 , 288 ,  0.323
3dt5 , A , 1 , 124 ,  0.403
1pby , C , 1 , 79 ,  0.114
1v2b , B , 1 , 151 ,  0.404
1i5j , A , 1 , 67 ,  0.284
1dqc , A , 1 , 73 ,  0.219
2izx , B , 1 , 41 ,  0.244
2gkp , A , 1 , 178 ,  0.326
1aoo , A , 1 , 40 ,  0.575
1t07 , A , 1 , 78 ,  0.244
2z0t , A , 1 , 109 ,  0.312
1vp8 , A , 1 , 183 ,  0.383
1pv5 , A , 1 , 263 ,  0.247
3can , A , 1 , 164 ,  0.238
1dj7 , A , 1 , 109 ,  0.339
1v3w , A , 1 , 176 ,  0.403
2ah6 , B , 1 , 164 ,  0.360
3nx6 , A , 1 , 75 ,  0.453
3g7k , C , 1 , 224 ,  0.000
3bdf , B , 1 , 451 ,  0.251
1f46 , B , 1 , 140 ,  0.379
1kmv , A , 1 , 187 ,  0.209
2o11 , A , 1 , 407 ,  0.268
1p71 , B , 1 , 93 ,  0.097
1fk5 , A , 1 , 93 ,  0.419
1cyo , A , 1 , 88 ,  0.489
2awk , A , 1 , 224 ,  0.281
2end , A , 1 , 137 ,  0.248
1pdc , A , 1 , 45 ,  0.267
1p32 , C , 1 , 176 ,  0.216
1jhg , A , 1 , 101 ,  0.099
3mj0 , A , 1 , 118 ,  0.432
2k7x , A , 1 , 120 ,  0.483
2dc4 , A , 1 , 164 ,  0.244
1w6s , A , 1 , 595 ,  0.225
1w6s , B , 1 , 72 ,  0.097
3ep6 , A , 1 , 240 ,  0.133
1rq6 , A , 1 , 62 ,  0.387
1l8c , A , 1 , 95 ,  0.337
2qh9 , A , 1 , 172 ,  0.424
1ybz , A , 1 , 76 ,  0.132
1jos , A , 1 , 102 ,  0.363
2hnu , A , 1 , 81 ,  0.321
1g7d , A , 1 , 106 ,  0.368
2ux9 , B , 1 , 71 ,  0.408
1b4u , A , 1 , 132 ,  0.174
1b4u , B , 1 , 298 ,  0.295
2qzi , A , 1 , 102 ,  0.441
1jad , A , 1 , 235 ,  0.132
3bo5 , A , 1 , 275 ,  0.291
1wny , A , 1 , 180 ,  0.272
1tkv , A , 1 , 89 ,  0.506
1rg8 , A , 1 , 141 ,  0.397
1bds , A , 1 , 43 ,  0.535
1af6 , A , 1 , 421 ,  0.190
2o8i , A , 1 , 154 ,  0.188
1gd8 , A , 1 , 105 ,  0.371
1jbi , A , 1 , 100 ,  0.510
1a3a , C , 1 , 146 ,  0.349
1ibt , C , 1 , 76 ,  0.026
3hqf , A , 1 , 173 ,  0.283
2zjs , Y , 1 , 415 ,  0.267
1whi , A , 1 , 122 ,  0.352
3ks3 , A , 1 , 266 ,  0.286
1jw2 , A , 1 , 72 ,  0.139
1j8u , A , 1 , 307 ,  0.313
1n91 , A , 1 , 108 ,  0.398
1ow1 , A , 1 , 167 ,  0.317
1j0p , A , 1 , 108 ,  0.352
3c9q , A , 1 , 196 ,  0.291
1kpt , A , 1 , 105 ,  0.457
1dvo , A , 1 , 152 ,  0.118
2imq , X , 1 , 283 ,  0.336
1gs5 , A , 1 , 258 ,  0.326
3d7j , C , 1 , 134 ,  0.328
3adg , A , 1 , 72 ,  0.458
1q08 , B , 1 , 89 ,  0.112
2ob5 , A , 1 , 152 ,  0.520
1oru , A , 1 , 182 ,  0.297
2o01 , 1 , 1 , 175 ,  0.160
2o01 , 3 , 1 , 115 ,  0.200
3dqg , C , 1 , 151 ,  0.331
2nwl , C , 1 , 403 ,  0.273
1j3a , A , 1 , 129 ,  0.349
1g9p , A , 1 , 45 ,  0.067
1f9v , A , 1 , 313 ,  0.265
3bsu , A , 1 , 48 ,  0.479
2p3x , A , 1 , 339 ,  0.230
1xly , A , 1 , 224 ,  0.232
3jud , A , 1 , 155 ,  0.432
3h3b , B , 1 , 191 ,  0.267
2nn5 , A , 1 , 194 ,  0.273
1gp8 , A , 1 , 40 ,  0.425
1t62 , B , 1 , 163 ,  0.221
1i27 , A , 1 , 73 ,  0.384
2icu , A , 1 , 207 ,  0.227
1u5u , A , 1 , 366 ,  0.232
1y7j , A , 1 , 40 ,  0.500
1m1q , A , 1 , 105 ,  0.190
1qhh , C , 1 , 102 ,  0.098
2v3i , A , 1 , 483 ,  0.362
1j34 , C , 1 , 34 ,  0.265
1gvc , A , 1 , 157 ,  0.350
2zib , A , 1 , 132 ,  0.379
2hh8 , A , 1 , 127 ,  0.362
1igd , A , 1 , 61 ,  0.475
1tbf , A , 1 , 325 ,  0.298
1w33 , B , 1 , 180 ,  0.272
2b97 , A , 1 , 71 ,  0.634
1ymt , A , 1 , 268 ,  0.261
2vhk , A , 1 , 232 ,  0.315
3ess , A , 1 , 202 ,  0.228
1wij , A , 1 , 127 ,  0.173
1r94 , A , 1 , 97 ,  0.371
1cy5 , A , 1 , 92 ,  0.413
1ud9 , A , 1 , 242 ,  0.202
1khx , A , 1 , 201 ,  0.269
2it9 , A , 1 , 122 ,  0.369
1xd3 , C , 1 , 243 ,  0.222
2ijq , A , 1 , 146 ,  0.479
3sy1 , A , 1 , 234 ,  0.282
2igs , A , 1 , 220 ,  0.241
1fi8 , D , 1 , 48 ,  0.062
1cfr , A , 1 , 283 ,  0.212
2w2r , A , 1 , 180 ,  0.244
1mz9 , A , 1 , 45 ,  0.222
1v9x , A , 1 , 114 ,  0.368
2r19 , A , 1 , 135 ,  0.370
3iqu , A , 1 , 274 ,  0.285
1qd5 , A , 1 , 257 ,  0.304
1cxq , A , 1 , 144 ,  0.278
1mkk , B , 1 , 94 ,  0.213
1s5d , A , 1 , 219 ,  0.283
2pv4 , A , 1 , 146 ,  0.260
1p68 , A , 1 , 102 ,  0.392
3cx5 , C , 1 , 385 ,  0.210
2h88 , D , 1 , 101 ,  0.327
1wpn , A , 1 , 197 ,  0.264
1bct , A , 1 , 69 ,  0.145
1nyn , A , 1 , 111 ,  0.027
1nrz , A , 1 , 163 ,  0.233
1sig , A , 1 , 305 ,  0.193
1ejx , B , 1 , 101 ,  0.040
1v54 , A , 1 , 513 ,  0.267
1v54 , D , 1 , 144 ,  0.069
1v54 , F , 1 , 98 ,  0.112
1v54 , G , 1 , 83 ,  0.060
1v54 , I , 1 , 72 ,  0.139
1v54 , J , 1 , 58 ,  0.172
1v54 , K , 1 , 49 ,  0.204
1v54 , L , 1 , 46 ,  0.217
1v54 , M , 1 , 43 ,  0.233
1m40 , A , 1 , 408 ,  0.279
2xqq , A , 1 , 98 ,  0.531
3qy1 , A , 1 , 217 ,  0.152
1kmx , A , 1 , 55 ,  0.200
1b35 , D , 1 , 57 ,  0.158
1n2m , C , 1 , 164 ,  0.280
2gmy , D , 1 , 145 ,  0.379
1k6d , B , 1 , 219 ,  0.297
2pw8 , I , 1 , 64 ,  0.000
1pq1 , A , 1 , 147 ,  0.388
3fgg , A , 1 , 144 ,  0.354
1xkr , A , 1 , 205 ,  0.376
1ots , B , 1 , 441 ,  0.238
1oo0 , A , 1 , 144 ,  0.347
2dxa , A , 1 , 155 ,  0.316
2fb6 , A , 1 , 129 ,  0.349
2pzz , B , 1 , 121 ,  0.339
1jjd , A , 1 , 52 ,  0.231
2o5h , A , 1 , 133 ,  0.353
1q60 , A , 1 , 99 ,  0.212
1hyn , R , 1 , 300 ,  0.273
1ucs , A , 1 , 64 ,  0.500
1bo9 , A , 1 , 73 ,  0.493
16vp , A , 1 , 311 ,  0.167
2guk , A , 1 , 112 ,  0.143
1ds1 , A , 1 , 323 ,  0.263
1zcd , A , 1 , 376 ,  0.173
2fgq , X , 1 , 330 ,  0.236
2bpa , 1 , 1 , 426 ,  0.082
1t23 , A , 1 , 93 ,  0.409
1pi1 , A , 1 , 185 ,  0.330
1nwz , A , 1 , 141 ,  0.411
1tig , A , 1 , 88 ,  0.432
2hq4 , A , 1 , 158 ,  0.272
2qnu , A , 1 , 207 ,  0.222
1r0d , B , 1 , 186 ,  0.290
2exe , A , 1 , 264 ,  0.216
2jv8 , A , 1 , 73 ,  0.205
1zvp , A , 1 , 128 ,  0.109
1tvs , A , 1 , 75 ,  0.120
1e8r , A , 1 , 50 ,  0.480
1xg0 , B , 1 , 71 ,  0.127
3bei , A , 1 , 14 ,  0.786
1syx , B , 1 , 62 ,  0.371
1qyp , A , 1 , 57 ,  0.228
3d31 , C , 1 , 248 ,  0.157
1icf , I , 1 , 65 ,  0.215
1vps , B , 1 , 289 ,  0.187
1l9l , A , 1 , 74 ,  0.473
2o9u , X , 1 , 134 ,  0.560
1trl , A , 1 , 62 ,  0.452
1vhu , A , 1 , 187 ,  0.326
1e50 , B , 1 , 130 ,  0.169
1kvd , A , 1 , 63 ,  0.270
1kvd , B , 1 , 77 ,  0.442
1qa4 , A , 1 , 56 ,  0.054
1vh5 , A , 1 , 138 ,  0.406
2qx2 , A , 1 , 323 ,  0.118
1nkz , A , 1 , 52 ,  0.192
1nh2 , C , 1 , 52 ,  0.327
2prv , B , 1 , 153 ,  0.275
2fdo , A , 1 , 89 ,  0.236
1wmw , D , 1 , 324 ,  0.253
1g1e , B , 1 , 89 ,  0.202
3eip , A , 1 , 84 ,  0.250
2rdk , A , 1 , 104 ,  0.337
1got , G , 1 , 58 ,  0.086
1e44 , B , 1 , 96 ,  0.271
1iyr , A , 1 , 83 ,  0.169
1y9i , A , 1 , 158 ,  0.367
1nnh , A , 1 , 293 ,  0.259
1sj7 , B , 1 , 170 ,  0.335
2qzb , A , 1 , 146 ,  0.253
3bhw , A , 1 , 191 ,  0.204
1gh9 , A , 1 , 71 ,  0.056
2ioj , A , 1 , 117 ,  0.487
1jya , B , 1 , 119 ,  0.252
1jb0 , A , 1 , 740 ,  0.172
1jb0 , D , 1 , 138 ,  0.029
1jb0 , L , 1 , 151 ,  0.238
