1qla , B , 2 , 239 ,  0.201 ,  0.034 ,  21.447
1gdd , A , 2 , 324 ,  0.154 ,  0.035 ,  23.226
5eau , A , 2 , 523 ,  0.176 ,  0.044 ,  25.293
1eqf , A , 2 , 267 ,  0.116 ,  0.036 ,  21.267
1e2v , A , 2 , 251 ,  0.135 ,  0.027 ,  24.112
1qmh , A , 2 , 334 ,  0.296 ,  0.050 ,  23.456
1mla , A , 2 , 305 ,  0.226 ,  0.055 ,  19.021
1l9f , A , 2 , 387 ,  0.227 ,  0.051 ,  21.222
1e1l , A , 2 , 455 ,  0.136 ,  0.038 ,  24.287
1vdc , A , 2 , 322 ,  0.106 ,  0.040 ,  23.307
1e39 , A , 3 , 568 ,  0.210 ,  0.048 ,  25.844
1chu , A , 3 , 478 ,  0.234 ,  0.047 ,  24.051
1ciy , A , 3 , 577 ,  0.151 ,  0.042 ,  27.886
1dce , A , 3 , 566 ,  0.064 ,  0.020 ,  32.821
1pky , A , 3 , 464 ,  0.284 ,  0.042 ,  25.691
1kit , A , 3 , 757 ,  0.128 ,  0.030 ,  33.777
1ctn , A , 3 , 538 ,  0.165 ,  0.035 ,  28.942
1aog , A , 3 , 485 ,  0.082 ,  0.040 ,  24.815
