1boa , A , 2 , 354 ,  0.220 ,  0.052 ,  20.493
1qla , B , 2 , 239 ,  0.201 ,  0.034 ,  21.447
1eza , A , 2 , 259 ,  0.143 ,  0.029 ,  22.759
1gdd , A , 2 , 324 ,  0.225 ,  0.035 ,  23.226
5eau , A , 2 , 523 ,  0.176 ,  0.044 ,  25.293
1mro , B , 2 , 442 ,  0.120 ,  0.042 ,  24.404
1eqf , A , 2 , 267 ,  0.079 ,  0.036 ,  21.267
1sat , A , 2 , 468 ,  0.158 ,  0.033 ,  26.521
2g3p , A , 2 , 201 ,  0.104 ,  0.038 ,  19.213
1e2v , A , 2 , 251 ,  0.135 ,  0.027 ,  24.112
1bp1 , A , 2 , 456 ,  0.138 ,  0.015 ,  37.321
1pcz , A , 2 , 183 ,  0.098 ,  0.028 ,  22.978
1qmh , A , 2 , 334 ,  0.296 ,  0.050 ,  23.456
1mla , A , 2 , 305 ,  0.226 ,  0.055 ,  19.021
1l9f , A , 2 , 387 ,  0.227 ,  0.051 ,  21.222
1ddz , A , 2 , 481 ,  0.162 ,  0.048 ,  24.070
1e1l , A , 2 , 455 ,  0.136 ,  0.038 ,  24.287
1gph , 2 , 2 , 465 ,  0.105 ,  0.046 ,  30.786
1vdc , A , 2 , 322 ,  0.106 ,  0.040 ,  23.307
1psp , A , 2 , 105 ,  0.133 ,  0.037 ,  19.104
1e39 , A , 3 , 568 ,  0.210 ,  0.048 ,  25.844
1chu , A , 3 , 478 ,  0.234 ,  0.047 ,  24.051
1ciy , A , 3 , 577 ,  0.151 ,  0.042 ,  27.886
1dce , A , 3 , 566 ,  0.064 ,  0.020 ,  32.821
1pky , A , 3 , 464 ,  0.259 ,  0.042 ,  25.691
1kit , A , 3 , 757 ,  0.131 ,  0.030 ,  33.777
1ctn , A , 3 , 538 ,  0.165 ,  0.035 ,  28.942
1qm4 , A , 3 , 368 ,  0.250 ,  0.046 ,  22.160
1aog , A , 3 , 485 ,  0.082 ,  0.040 ,  24.815
1foh , B , 3 , 651 ,  0.135 ,  0.042 ,  30.709
1tdj , A , 3 , 494 ,  0.032 ,  0.027 ,  28.763
1dgk , N , 4 , 898 ,  0.037 ,  0.018 ,  40.676
