1tuh , A , 1 , 131 ,  9.344 ,  0.054 ,  14.866
1mby , A , 1 , 75 ,  4.800 ,  0.021 ,  17.554
1ovl , A , 1 , 226 ,  6.914 ,  0.049 ,  17.871
1wh8 , A , 1 , 111 ,  0.820 ,  0.025 ,  18.678
1kll , A , 1 , 125 ,  5.374 ,  0.039 ,  32.900
1kv7 , A , 3 , 463 ,  7.093 ,  0.059 ,  21.103
1edq , A , 3 , 540 ,  4.115 ,  0.036 ,  27.026
1nh2 , D , 2 , 105 ,  2.591 ,  0.026 ,  17.091
2hg7 , A , 1 , 60 ,  12.568 ,  0.048 ,  12.012
2oqm , A , 1 , 182 ,  6.805 ,  0.042 ,  17.927
1z6n , A , 1 , 166 ,  7.853 ,  0.058 ,  15.535
1am9 , A , 1 , 80 ,  3.425 ,  0.009 ,  27.005
1udx , A , 3 , 412 ,  2.662 ,  0.015 ,  32.730
2daw , A , 1 , 154 ,  9.375 ,  0.030 ,  18.624
1r8h , A , 1 , 90 ,  11.037 ,  0.050 ,  17.897
1ty0 , A , 2 , 211 ,  4.657 ,  0.044 ,  19.024
1rf8 , B , 1 , 100 ,  9.025 ,  0.021 ,  24.937
1set , A , 2 , 421 ,  5.508 ,  0.029 ,  28.621
2rh3 , A , 1 , 130 ,  10.603 ,  0.055 ,  14.944
1z3e , B , 1 , 67 ,  13.761 ,  0.064 ,  11.606
3c0d , A , 1 , 106 ,  9.749 ,  0.053 ,  15.387
1ura , A , 1 , 446 ,  5.743 ,  0.053 ,  23.504
1nxz , A , 2 , 242 ,  3.786 ,  0.036 ,  21.794
1k4m , A , 1 , 213 ,  5.455 ,  0.050 ,  17.577
1iio , A , 1 , 84 ,  14.695 ,  0.061 ,  11.876
1cix , A , 1 , 44 ,  13.821 ,  0.049 ,  11.278
1a0i , A , 3 , 332 ,  3.658 ,  0.032 ,  24.146
1vj2 , A , 1 , 114 ,  10.049 ,  0.052 ,  14.113
1ae9 , A , 1 , 171 ,  12.709 ,  0.054 ,  16.478
1j2j , B , 1 , 41 ,  15.504 ,  0.040 ,  12.718
1ner , A , 1 , 74 ,  14.352 ,  0.049 ,  12.379
2csg , A , 1 , 434 ,  6.284 ,  0.054 ,  22.815
2ons , A , 2 , 318 ,  2.377 ,  0.052 ,  20.130
1y71 , A , 1 , 107 ,  9.164 ,  0.041 ,  15.410
1v9d , A , 2 , 308 ,  2.426 ,  0.011 ,  36.766
1z5y , E , 1 , 141 ,  10.212 ,  0.062 ,  14.579
2fiq , A , 2 , 403 ,  5.225 ,  0.045 ,  25.564
1fc6 , A , 3 , 382 ,  4.800 ,  0.041 ,  24.112
1smo , A , 1 , 113 ,  10.052 ,  0.052 ,  14.730
1u0j , A , 2 , 261 ,  6.415 ,  0.045 ,  19.943
2fck , A , 1 , 179 ,  5.491 ,  0.056 ,  16.513
1j0g , A , 1 , 92 ,  8.754 ,  0.049 ,  13.232
1ueb , A , 3 , 189 ,  2.695 ,  0.024 ,  23.155
2ou6 , A , 1 , 185 ,  7.485 ,  0.045 ,  17.103
1u89 , A , 1 , 139 ,  8.604 ,  0.037 ,  17.291
1pfs , A , 1 , 78 ,  9.728 ,  0.039 ,  17.653
2dpm , A , 2 , 258 ,  3.204 ,  0.042 ,  20.331
1vyx , A , 1 , 60 ,  10.000 ,  0.055 ,  11.485
2gno , A , 3 , 300 ,  1.751 ,  0.032 ,  23.185
1ug7 , A , 1 , 128 ,  11.792 ,  0.049 ,  15.479
1aa7 , A , 2 , 158 ,  4.355 ,  0.060 ,  28.189
2d8d , A , 1 , 80 ,  11.787 ,  0.025 ,  16.424
2fi1 , A , 2 , 187 ,  2.358 ,  0.039 ,  18.846
2uub , N , 1 , 60 ,  9.884 ,  0.030 ,  28.669
1pg5 , B , 2 , 148 ,  3.074 ,  0.041 ,  21.479
1v54 , K , 1 , 49 ,  7.246 ,  0.007 ,  40.109
2inc , C , 1 , 83 ,  13.448 ,  0.063 ,  13.551
1i12 , A , 1 , 154 ,  6.055 ,  0.045 ,  18.858
1f97 , A , 2 , 207 ,  1.609 ,  0.017 ,  25.559
1ho8 , A , 2 , 447 ,  3.197 ,  0.021 ,  30.655
2if1 , A , 1 , 126 ,  0.922 ,  0.019 ,  22.898
1gmx , A , 1 , 108 ,  11.688 ,  0.063 ,  13.055
1p5j , A , 2 , 319 ,  3.938 ,  0.057 ,  19.399
1u84 , A , 1 , 81 ,  16.854 ,  0.059 ,  12.099
1me4 , A , 1 , 215 ,  5.455 ,  0.059 ,  16.204
2r6g , F , 4 , 490 ,  2.014 ,  0.014 ,  35.824
3ck2 , A , 1 , 171 ,  9.967 ,  0.062 ,  15.133
1ydg , A , 1 , 201 ,  11.508 ,  0.060 ,  17.285
1qvr , A , 5 , 803 ,  1.655 ,  0.018 ,  38.561
1vpu , A , 1 , 45 ,  20.301 ,  0.070 ,  31.418
1qtw , A , 1 , 285 ,  8.605 ,  0.056 ,  56.485
1wg6 , A , 1 , 127 ,  2.257 ,  0.025 ,  20.333
1yem , A , 1 , 163 ,  6.436 ,  0.046 ,  19.986
1xpn , A , 1 , 170 ,  5.719 ,  0.028 ,  23.836
1pu6 , A , 2 , 216 ,  3.524 ,  0.046 ,  20.962
1pey , A , 1 , 119 ,  9.592 ,  0.064 ,  14.083
1of9 , A , 1 , 77 ,  16.260 ,  0.061 ,  11.787
1tdp , A , 1 , 111 ,  12.533 ,  0.058 ,  13.363
1ll7 , A , 2 , 392 ,  5.556 ,  0.050 ,  23.107
1qmj , A , 1 , 132 ,  12.058 ,  0.059 ,  14.876
1yh5 , A , 1 , 108 ,  11.437 ,  0.039 ,  15.806
1gg3 , A , 3 , 279 ,  4.785 ,  0.038 ,  21.624
2gov , A , 1 , 184 ,  7.407 ,  0.048 ,  16.554
1hxr , A , 1 , 107 ,  11.892 ,  0.064 ,  13.387
2hlj , A , 1 , 152 ,  6.371 ,  0.044 ,  16.881
1weq , A , 1 , 85 ,  5.508 ,  0.027 ,  16.203
1oi0 , A , 1 , 108 ,  12.234 ,  0.061 ,  14.357
1g6s , A , 2 , 427 ,  2.701 ,  0.051 ,  22.347
1ek6 , A , 2 , 346 ,  6.116 ,  0.055 ,  19.709
1sny , A , 1 , 241 ,  8.804 ,  0.056 ,  17.883
1iry , A , 1 , 156 ,  11.388 ,  0.054 ,  216.000
1jb0 , E , 1 , 69 ,  8.000 ,  0.045 ,  18.996
1apj , A , 1 , 74 ,  8.846 ,  0.065 ,  39.649
1xn7 , A , 1 , 78 ,  3.906 ,  0.027 ,  16.696
2o6i , A , 2 , 442 ,  3.750 ,  0.037 ,  24.734
2bo1 , A , 1 , 101 ,  15.152 ,  0.065 ,  12.890
2ogk , A , 1 , 133 ,  5.198 ,  0.050 ,  18.656
1xo5 , A , 1 , 174 ,  4.105 ,  0.039 ,  17.916
1hbk , A , 1 , 89 ,  11.824 ,  0.044 ,  14.175
1rh6 , A , 1 , 55 ,  9.770 ,  0.055 ,  12.135
1vtx , A , 1 , 42 ,  14.179 ,  0.057 ,  15.468
1qi9 , A , 1 , 555 ,  4.753 ,  0.046 ,  26.713
1kv9 , A , 2 , 664 ,  6.649 ,  0.057 ,  23.992
1j77 , A , 1 , 199 ,  6.722 ,  0.052 ,  16.715
